author_keywords,citation_count,eid,length_of_abstract,publication_year,refcount,sub_type,subject_areas
"4-hydroxy-2-quinolinone,Antibacterial,Antifungal,Structure-activity relationship",14,2-s2.0-85087661945,173,2020,39,ar,BIOC
"4-hydroxy-2-quinolinone,Antibacterial,Antifungal,Structure-activity relationship",14,2-s2.0-85087661945,173,2020,39,ar,PHAR
"Computed tomography,Consensus,Hepatocellular carcinoma,Hepatolithiasis,Hilar cholangiocarcinoma,Living donor liver transplantation,Portal hypertension,Quality control system,Three-dimensional printing,Three-dimensional visualization",48,2-s2.0-85087609785,339,2020,82,ar,MEDI
"Ameloblastoma,Promoter methylation,PTEN",10,2-s2.0-85087563819,228,2020,25,ar,MEDI
"Ameloblastoma,Promoter methylation,PTEN",10,2-s2.0-85087563819,228,2020,25,ar,DENT
"ASEAN,Normative power Europe,South China Sea,Y80",0,2-s2.0-85087554618,166,2020,63,ar,ECON
"abnormal nutrition status,Asia,body composition,elderly PLHIV,malnutrition,mini nutrition assessment (MNA)",4,2-s2.0-85087531466,312,2020,50,ar,IMMU
"abnormal nutrition status,Asia,body composition,elderly PLHIV,malnutrition,mini nutrition assessment (MNA)",4,2-s2.0-85087531466,312,2020,50,ar,MEDI
"Biomarkers,Drug analysis,Environmental monitoring,Food quality control,Immunoassay,Infectious diseases,Microfluidic paper-based analytical devices",35,2-s2.0-85087423982,172,2020,198,re,CHEM
"Biomarkers,Drug analysis,Environmental monitoring,Food quality control,Immunoassay,Infectious diseases,Microfluidic paper-based analytical devices",35,2-s2.0-85087423982,172,2020,198,re,BIOC
"Biomarkers,Drug analysis,Environmental monitoring,Food quality control,Immunoassay,Infectious diseases,Microfluidic paper-based analytical devices",35,2-s2.0-85087423982,172,2020,198,re,PHAR
"English proficiency,Review strategies,Thai EFL context,University undergraduates,Writing",0,2-s2.0-85087395088,204,2020,52,ar,SOCI
"English proficiency,Review strategies,Thai EFL context,University undergraduates,Writing",0,2-s2.0-85087395088,204,2020,52,ar,ARTS
"Corpus linguistics,Corpus-driven approach,English present perfect,ESL/EFL textbooks,Pattern grammar",3,2-s2.0-85087391771,195,2020,60,ar,SOCI
"Corpus linguistics,Corpus-driven approach,English present perfect,ESL/EFL textbooks,Pattern grammar",3,2-s2.0-85087391771,195,2020,60,ar,ARTS
"Carbon nanotubes,Cathode,Heterostructure,Manganese oxide,Zinc-ion battery",30,2-s2.0-85087348195,191,2020,60,ar,CENG
"Carbon nanotubes,Cathode,Heterostructure,Manganese oxide,Zinc-ion battery",30,2-s2.0-85087348195,191,2020,60,ar,BIOC
"Carbon nanotubes,Cathode,Heterostructure,Manganese oxide,Zinc-ion battery",30,2-s2.0-85087348195,191,2020,60,ar,CHEM
"Carbon nanotubes,Cathode,Heterostructure,Manganese oxide,Zinc-ion battery",30,2-s2.0-85087348195,191,2020,60,ar,COMP
"accreditation,hospital,outcomes,quality improvement,Thailand",2,2-s2.0-85087321044,160,2020,40,ar,NURS
"accreditation,hospital,outcomes,quality improvement,Thailand",2,2-s2.0-85087321044,160,2020,40,ar,SOCI
"accreditation,hospital,outcomes,quality improvement,Thailand",2,2-s2.0-85087321044,160,2020,40,ar,MEDI
"Anatase,Carbendazim residue,Hydroxyl radical,Photocatalytic degradation,Rutile,TiO2 Nanofiber",6,2-s2.0-85087086349,230,2020,28,ar,CENG
"Anatase,Carbendazim residue,Hydroxyl radical,Photocatalytic degradation,Rutile,TiO2 Nanofiber",6,2-s2.0-85087086349,230,2020,28,ar,CHEM
"Anatase,Carbendazim residue,Hydroxyl radical,Photocatalytic degradation,Rutile,TiO2 Nanofiber",6,2-s2.0-85087086349,230,2020,28,ar,PHYS
"Anatase,Carbendazim residue,Hydroxyl radical,Photocatalytic degradation,Rutile,TiO2 Nanofiber",6,2-s2.0-85087086349,230,2020,28,ar,MATH
"Anatase,Carbendazim residue,Hydroxyl radical,Photocatalytic degradation,Rutile,TiO2 Nanofiber",6,2-s2.0-85087086349,230,2020,28,ar,MATE
"Essential skills,Industry 4.0,Readiness,Thailand,Thailand 4.0 policy,Youths",13,2-s2.0-85086913311,231,2020,22,ar,SOCI
"Classroom assessment,English teachers,Teachers' beliefs,Teachers' practices,Thai primary school teachers",7,2-s2.0-85086910828,187,2020,26,ar,SOCI
"emergency general surgery,mortality,Octogenarian,outcomes",5,2-s2.0-85086886470,300,2020,27,cp,MEDI
"Coenzyme Q10,N-acetylcysteine,NAD,Neuropsychiatric disorders,Nitro-oxidative stress",24,2-s2.0-85086789713,253,2020,482,re,BIOC
"EU illegal,European Union (EU),Normative power,Ocean governance,Sustainability,Sustainable fisheries,Thailand,Unreported and unregulated fishing (IUU) regulation",4,2-s2.0-85086773820,251,2020,37,ar,ECON
"Cadmium,CCRD,Mixture design,Soil washing,Surfactant,Zinc",6,2-s2.0-85086724053,257,2020,46,ar,ENVI
"diurnal salinity change,eastern Thailand,hydraulic conductivity,soil water,vertical salinity distribution",8,2-s2.0-85086510130,253,2020,46,ar,AGRI
"Interatrial block,Ischemic stroke",3,2-s2.0-85086407457,250,2020,31,ar,MEDI
"Density functional theory,Intramolecular hydrogen bonding,Pyrrole-phenylene copolymer,Reorganization energy,Structural and electronic properties",1,2-s2.0-85086176623,135,2020,39,ar,CHEM
"Exchange rates,Financial crises,High frequency,Jumps",5,2-s2.0-85086045653,104,2020,78,ar,ECON
"Acellular,Interchangeability,Pertussis,Vaccines,Whole-cell",4,2-s2.0-85085762882,244,2020,34,re,MEDI
"Cell adhesion molecule 1,Cervical cancer,Death associated protein kinase 1,Human papillomavirus E6,Human papillomavirus E7,Promoter methylation",12,2-s2.0-85085760580,321,2020,27,ar,MEDI
"Cell adhesion molecule 1,Cervical cancer,Death associated protein kinase 1,Human papillomavirus E6,Human papillomavirus E7,Promoter methylation",12,2-s2.0-85085760580,321,2020,27,ar,BIOC
"glaucoma severities,iStent,primary open-angle glaucoma,trabecular microbypass stent",5,2-s2.0-85085663446,318,2020,24,ar,MEDI
"CHM,Microsatellite,p57kip2,PHM,Post-molar GTN",1,2-s2.0-85085598597,197,2020,21,ar,MEDI
"Asia-Pacific region,cannabis,policy,regulation",9,2-s2.0-85085538928,198,2020,34,re,MEDI
"Asia,Brexit,Cooperation,External challenges,Regional integration,Trade,US-China conflict",2,2-s2.0-85085338599,247,2020,8,ar,ECON
"Anthocyanins,Antioxidant,In vitro digestion,Riceberry rice,Yogurt",50,2-s2.0-85085237413,156,2020,52,ar,AGRI
"CYP2B6 516G>T,Dose optimization,Efavirenz,HIV,Population pharmacokinetics–pharmacogenetics,Thailand",5,2-s2.0-85085047562,270,2020,43,ar,PHAR
"CYP2B6 516G>T,Dose optimization,Efavirenz,HIV,Population pharmacokinetics–pharmacogenetics,Thailand",5,2-s2.0-85085047562,270,2020,43,ar,MEDI
"Hyaluronic acid,Hydration,Molecular dynamic simulation,β(1,3) glycosidic linkage,β(1,4) glycosidic linkage",14,2-s2.0-85084855513,155,2020,38,ar,CHEM
"Hyaluronic acid,Hydration,Molecular dynamic simulation,β(1,3) glycosidic linkage,β(1,4) glycosidic linkage",14,2-s2.0-85084855513,155,2020,38,ar,BIOC
"Depression,Population based study,Representative,Risk factors,Specific phobia,Substance abuse",8,2-s2.0-85084480104,206,2020,45,ar,MEDI
"Depression,Population based study,Representative,Risk factors,Specific phobia,Substance abuse",8,2-s2.0-85084480104,206,2020,45,ar,NEUR
"Asset specificity,Buyer-supplier relationships,Emerging markets,Knowledge sharing,Thailand,Transaction costs,Trust",34,2-s2.0-85084387054,132,2020,133,ar,BUSI
"Cold gas dynamic spray (CGDS),Double-layered thermal barrier coating,Gadolinium zirconate (Gd2Zr2O7),Isothermal oxidation,Thermally grown oxide (TGO)",39,2-s2.0-85084087146,200,2020,35,ar,PHYS
"Cold gas dynamic spray (CGDS),Double-layered thermal barrier coating,Gadolinium zirconate (Gd2Zr2O7),Isothermal oxidation,Thermally grown oxide (TGO)",39,2-s2.0-85084087146,200,2020,35,ar,MATE
"Altholactone,Cholangiocarcinoma,Halogenated benzoate,Topoisomerase IIα",5,2-s2.0-85083569717,320,2020,55,ar,PHAR
"Network-based RTK,Residual interpolation uncertainty,Stochastic model,VRS",2,2-s2.0-85083514610,256,2020,22,ar,MATH
"Network-based RTK,Residual interpolation uncertainty,Stochastic model,VRS",2,2-s2.0-85083514610,256,2020,22,ar,ENGI
"Network-based RTK,Residual interpolation uncertainty,Stochastic model,VRS",2,2-s2.0-85083514610,256,2020,22,ar,EART
"ASA sensitivity,asthma,atopy,eosinophil,histology,immunoglobulin E,nasal polyps,recurrence,sinusitis",13,2-s2.0-85083395501,293,2020,45,re,MEDI
"Ascorbic acid,Dopamine,Graphene quantum dots,Ionic liquid,Screen-printed carbon electrode,Uric acid",94,2-s2.0-85083311397,196,2020,51,ar,MATE
"Ascorbic acid,Dopamine,Graphene quantum dots,Ionic liquid,Screen-printed carbon electrode,Uric acid",94,2-s2.0-85083311397,196,2020,51,ar,PHYS
"Ascorbic acid,Dopamine,Graphene quantum dots,Ionic liquid,Screen-printed carbon electrode,Uric acid",94,2-s2.0-85083311397,196,2020,51,ar,ENGI
"Incorporated Cu-SBA-15,mono(u-oxo)dicopper,Narrow pore size distribution,Silatrane",8,2-s2.0-85083290712,209,2020,60,ar,CHEM
"Incorporated Cu-SBA-15,mono(u-oxo)dicopper,Narrow pore size distribution,Silatrane",8,2-s2.0-85083290712,209,2020,60,ar,MATE
"Incorporated Cu-SBA-15,mono(u-oxo)dicopper,Narrow pore size distribution,Silatrane",8,2-s2.0-85083290712,209,2020,60,ar,PHYS
"Incorporated Cu-SBA-15,mono(u-oxo)dicopper,Narrow pore size distribution,Silatrane",8,2-s2.0-85083290712,209,2020,60,ar,ENGI
"Autosomal recessive,Biallelic,Enamel hypoplasia,Gingival fibromatosis,Nephrocalcinosis",13,2-s2.0-85082977192,288,2020,26,ar,BIOC
"Acute kidney injury,GNF-7,Necroptosis,RIPK1,RIPK3",17,2-s2.0-85082771875,161,2020,47,ar,BIOC
"Acute kidney injury,GNF-7,Necroptosis,RIPK1,RIPK3",17,2-s2.0-85082771875,161,2020,47,ar,PHAR
"Amino acid,Cancer,Junk DNA,String topology",4,2-s2.0-85082682829,127,2020,30,ar,PHYS
"Amino acid,Cancer,Junk DNA,String topology",4,2-s2.0-85082682829,127,2020,30,ar,CHEM
"Banana leaves,Purification,Rutin,Separation",17,2-s2.0-85082673354,195,2020,35,ar,AGRI
"Deformation,Fabric,Fault gouge,Microstructure,Synchrotron X-ray",3,2-s2.0-85082649753,189,2020,60,ar,EART
"Biogas,Ethanol wastewater,Granular sludge,Three-stage UASB",15,2-s2.0-85082549235,214,2020,46,ar,ENVI
"BaTiO3,Ceramic–polymer composite,Dielectric,Energy storage,Epoxy",8,2-s2.0-85082525992,114,2020,8,ar,MATE
"BaTiO3,Ceramic–polymer composite,Dielectric,Energy storage,Epoxy",8,2-s2.0-85082525992,114,2020,8,ar,PHYS
"BaTiO3,Ceramic–polymer composite,Dielectric,Energy storage,Epoxy",8,2-s2.0-85082525992,114,2020,8,ar,ENGI
"Bargaining,Labor costs-to-price ratio,Physical attractiveness,Retail context",8,2-s2.0-85082420038,114,2020,80,ar,PSYC
"Bargaining,Labor costs-to-price ratio,Physical attractiveness,Retail context",8,2-s2.0-85082420038,114,2020,80,ar,BUSI
"cellulose,poly(butylene succinate),rheological properties,tensile properties,thermal properties",17,2-s2.0-85082057745,307,2020,35,ar,MATE
"cellulose,poly(butylene succinate),rheological properties,tensile properties,thermal properties",17,2-s2.0-85082057745,307,2020,35,ar,CHEM
"amoxicillin,freshwater crocodiles,LC-MS/MS,pharmacokinetics",5,2-s2.0-85081210596,201,2020,29,ar,PHAR
"amoxicillin,freshwater crocodiles,LC-MS/MS,pharmacokinetics",5,2-s2.0-85081210596,201,2020,29,ar,VETE
"Betaine dyes,Green chemistry,pH-sensitive dye,Quinoline derivatives,Quinolinium derivatives,Solvatochromism,Water-soluble dyes",2,2-s2.0-85081126642,135,2020,31,ar,CENG
"Biotechnology,Conservation,Reproductive biology,Wild felids",22,2-s2.0-85080038849,221,2020,176,ar,VETE
"Biotechnology,Conservation,Reproductive biology,Wild felids",22,2-s2.0-85080038849,221,2020,176,ar,AGRI
"Bacterial community,Bioaugmentation,Bioremediation,Crude oil,Liquid formulation,Sediment",13,2-s2.0-85080035304,162,2020,46,ar,ENVI
"Bacterial community,Bioaugmentation,Bioremediation,Crude oil,Liquid formulation,Sediment",13,2-s2.0-85080035304,162,2020,46,ar,CHEM
"Hydroxyapatite thin films,Local structure,X-ray absorption,XANES",1,2-s2.0-85079837716,163,2020,19,ar,PHYS
"Al K-edge,Esterification,LDHs synthesis,Mg K-edge,Structure,X-ray absorption",1,2-s2.0-85079652405,250,2020,40,ar,PHYS
"Radiation shielding,Radionuclide,Tungsten containing rubber",3,2-s2.0-85079231636,213,2020,26,ar,PHYS
"Chemokines,Cytokines,Fibromyalgia,Immune biomarkers,Meta-analysis",40,2-s2.0-85077758689,275,2020,39,re,IMMU
"Chemokines,Cytokines,Fibromyalgia,Immune biomarkers,Meta-analysis",40,2-s2.0-85077758689,275,2020,39,re,NEUR
"bacterial infection,best practices,causative organism,epidemiology,facility practices,hospitalization,international comparisons,microbiology,PD-related infection,Peritoneal dialysis (PD),Peritoneal Dialysis and Outcomes Practice Patterns Study (PDOPPS),peritonitis,peritonitis prevention,technique failure",86,2-s2.0-85077698885,394,2020,58,ar,MEDI
"Eyes closed,Sensory alteration,Sensory reweighting,Sit-to-stand (STS),Unstable surface",18,2-s2.0-85076246639,255,2020,30,ar,MEDI
"Non-small cell lung cancer,Non-tumor-derived circulating DNA,T-cell-derived circulating nucleic acid,Tumor-infiltrating lymphocytes",0,2-s2.0-85075400906,263,2020,26,ar,MEDI
"Non-small cell lung cancer,Non-tumor-derived circulating DNA,T-cell-derived circulating nucleic acid,Tumor-infiltrating lymphocytes",0,2-s2.0-85075400906,263,2020,26,ar,BIOC
"hair,keratosis pilaris,laser",2,2-s2.0-85075164979,260,2020,21,ar,MEDI
"botulinum neurotoxin,corrugator supercilii,three-dimensional territory",9,2-s2.0-85074999566,243,2020,27,ar,MEDI
"bidirectional endoscopy,colonoscopy,discomfort,optimal sequence,upper endoscopy",5,2-s2.0-85074007367,237,2020,25,re,MEDI
"Computational Analytical Methods,HIV Protease Inhibitor,HIV-1 protease inhibitor,HIV-1 reverse transcriptase inhibitor,HIV/AIDS,Human immunodeficiency virus,Lignosus rhinocerus,Molecular Docking,Natural Product Analysis,Reverse Transcriptase,Tiger milk mushroom",27,2-s2.0-85070224570,257,2020,50,ar,MEDI
"combinatorial map, planar map,marginal of a quantum state,random quantum state,random tensor,Wishart ensemble",6,2-s2.0-85068528080,102,2020,50,ar,MATH
"combinatorial map, planar map,marginal of a quantum state,random quantum state,random tensor,Wishart ensemble",6,2-s2.0-85068528080,102,2020,50,ar,DECI
"abuse,child abuse,children,children and families,parenting,Social work",8,2-s2.0-85062727781,237,2020,38,ar,SOCI
"light microscopy,lingual papillae,rodent,salivary glands,scanning electron microscopy",3,2-s2.0-85061919785,214,2020,38,ar,AGRI
"light microscopy,lingual papillae,rodent,salivary glands,scanning electron microscopy",3,2-s2.0-85061919785,214,2020,38,ar,BIOC
"circulating,Hsp70,knee,osteoarthritis,synovial fluid",9,2-s2.0-85050261768,234,2020,24,ar,MEDI
"circulating,Hsp70,knee,osteoarthritis,synovial fluid",9,2-s2.0-85050261768,234,2020,24,ar,ENGI
"circulating,Hsp70,knee,osteoarthritis,synovial fluid",9,2-s2.0-85050261768,234,2020,24,ar,HEAL
"Antibiotic,Azithromycin,Premature rupture of membrane,Prolong latency period",1,2-s2.0-85090241869,249,2020,20,ar,MEDI
"Barramundi,Nile tilapia,Seabass,Streptococcus iniae",14,2-s2.0-85081002070,267,2020,35,ar,AGRI
"Antenatal care,Awareness and use of bed nets,Long-lasting insecticide-treated bed nets,Malaria prevention,Vector control disease",9,2-s2.0-85087412730,334,2020,35,ar,IMMU
"Antenatal care,Awareness and use of bed nets,Long-lasting insecticide-treated bed nets,Malaria prevention,Vector control disease",9,2-s2.0-85087412730,334,2020,35,ar,MEDI
"C. elegans,colloid chitin azure,egg hatching,gauze layer,paper-based devices",1,2-s2.0-85087111423,242,2020,35,ar,CENG
"C. elegans,colloid chitin azure,egg hatching,gauze layer,paper-based devices",1,2-s2.0-85087111423,242,2020,35,ar,PHYS
"Limestone habitats,Loei Province,P. subg. Haplopolystichum,Polystichum acutidens",1,2-s2.0-85088383509,0,2020,8,le,AGRI
"group B Streptococcus vaccines,influenza,maternal immunization,pertussis,pregnant women,respiratory syncytial virus,tetanus",60,2-s2.0-85087666569,171,2020,256,re,MEDI
"group B Streptococcus vaccines,influenza,maternal immunization,pertussis,pregnant women,respiratory syncytial virus,tetanus",60,2-s2.0-85087666569,171,2020,256,re,IMMU
"additive,blend ratio,charge transport,nanoscale fullerene network,PTB7:PC71BM,solar cell",6,2-s2.0-85087110919,293,2020,69,ar,MATE
"Antimalarials,Penetration,Red blood cell",3,2-s2.0-85087040056,196,2020,44,ar,IMMU
"Antimalarials,Penetration,Red blood cell",3,2-s2.0-85087040056,196,2020,44,ar,MEDI
"chemical bonds,hybrid nanocomposite,NiMn-LDH,supercapacitor,Ti3C2MXene",107,2-s2.0-85087691662,286,2020,81,ar,CENG
"chemical bonds,hybrid nanocomposite,NiMn-LDH,supercapacitor,Ti3C2MXene",107,2-s2.0-85087691662,286,2020,81,ar,ENER
"chemical bonds,hybrid nanocomposite,NiMn-LDH,supercapacitor,Ti3C2MXene",107,2-s2.0-85087691662,286,2020,81,ar,CHEM
"chemical bonds,hybrid nanocomposite,NiMn-LDH,supercapacitor,Ti3C2MXene",107,2-s2.0-85087691662,286,2020,81,ar,MATE
"chemical bonds,hybrid nanocomposite,NiMn-LDH,supercapacitor,Ti3C2MXene",107,2-s2.0-85087691662,286,2020,81,ar,ENGI
"Biohydrogen,DGGE,Energy,FISH,Molecular techniques",30,2-s2.0-85082108744,104,2020,51,ar,ENVI
"Braconidae,Braconinae,new species,Thailand,Trigastrotheca",0,2-s2.0-85087047105,103,2020,18,ar,AGRI
"Child health,Multilevel models,Multiple indicators cluster survey,Pakistan,Punjab,Stunting,Undernutrition",11,2-s2.0-85086693768,282,2020,63,ar,MEDI
"pollicization,radial longitudinal deficiency,radialization,thumb hypoplasia",2,2-s2.0-85074474124,288,2020,14,ar,MEDI
"bisbibenzyl,Dendrobium scabrilingue,Orchidaceae,phenanthrene,α-glucosidase",22,2-s2.0-85059045757,99,2020,25,ar,CHEM
"bisbibenzyl,Dendrobium scabrilingue,Orchidaceae,phenanthrene,α-glucosidase",22,2-s2.0-85059045757,99,2020,25,ar,BIOC
"bisbibenzyl,Dendrobium scabrilingue,Orchidaceae,phenanthrene,α-glucosidase",22,2-s2.0-85059045757,99,2020,25,ar,AGRI
"Blood pressure variability,Circadian,Meta-analysis,Microbleed,White matter",18,2-s2.0-85086523161,265,2020,53,ar,MEDI
"Aggregative games techniques,Game theory,Mixed oligopoly,Privatisation,R&D",14,2-s2.0-85076863864,79,2020,50,ar,COMP
"Aggregative games techniques,Game theory,Mixed oligopoly,Privatisation,R&D",14,2-s2.0-85076863864,79,2020,50,ar,MATH
"Aggregative games techniques,Game theory,Mixed oligopoly,Privatisation,R&D",14,2-s2.0-85076863864,79,2020,50,ar,DECI
"Central Asia,Hydroclimatic variation,Late holocene,Mid-latitude Westerlies,North Atlantic oscillation,Solar irradiance",35,2-s2.0-85086825263,239,2020,154,ar,ENVI
